"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"07-Dec-2021","75.3532","100.1193","85.0989","66.2600"
"06-Dec-2021","75.2978","99.6044","84.9640","66.6000"
"03-Dec-2021","74.9852","99.6678","84.6888","66.2100"
"02-Dec-2021","74.9989","99.6560","84.9243","66.3300"
"01-Dec-2021","74.9163","99.8554","84.9166","65.9600"
"30-Nov-2021","75.0885","99.9863","84.9366","66.3400"
"29-Nov-2021","75.0910","100.1399","84.7092","66.4000"
"26-Nov-2021","74.7148","99.3607","83.8504","65.2000"
"25-Nov-2021","74.5068","99.4646","83.5619","64.5700"
"24-Nov-2021","74.4063","99.5502","83.6486","64.7100"
"23-Nov-2021","74.5042","99.7283","83.7104","64.7300"
"22-Nov-2021","74.3836","99.9820","83.8645","65.1600"
"18-Nov-2021","74.1552","100.0482","83.9190","64.9100"
"17-Nov-2021","74.3753","99.9659","84.0843","64.7600"
"16-Nov-2021","74.4535","99.9350","84.6988","65.2000"
"15-Nov-2021","74.3548","99.8684","85.1878","65.3000"
"12-Nov-2021","74.4694","99.5646","85.2238","65.1800"
"11-Nov-2021","74.4749","99.9925","85.5091","65.3700"
"10-Nov-2021","74.1659","100.5072","85.8713","65.6900"
"09-Nov-2021","73.9191","100.3452","85.7782","65.5200"
"08-Nov-2021","74.1106","99.9703","85.7079","65.2300"
"03-Nov-2021","74.5684","101.6457","86.3726","65.4900"
"02-Nov-2021","74.7616","102.0152","86.7464","65.7600"
"01-Nov-2021","74.9298","102.4840","86.5994","65.5900"
"29-Oct-2021","74.7858","103.1097","87.2616","65.8600"
"28-Oct-2021","74.8216","102.8378","86.8275","65.9000"
"27-Oct-2021","74.9519","103.1598","86.9302","65.7200"
"26-Oct-2021","75.1167","103.4367","87.1754","65.9300"
"25-Oct-2021","75.0191","103.2993","87.4173","66.0200"
"22-Oct-2021","74.7836","103.1555","87.0137","65.6300"
"21-Oct-2021","74.7635","103.2977","87.1359","65.5500"
"20-Oct-2021","75.0507","103.4614","87.3600","65.5500"
"18-Oct-2021","75.3434","103.4314","87.2035","65.9300"
"14-Oct-2021","75.3039","103.0213","87.3234","66.3300"
"13-Oct-2021","75.4576","102.7074","87.1530","66.4900"
"12-Oct-2021","75.3424","102.4928","87.1476","66.5900"
"11-Oct-2021","75.1283","102.7059","87.0371","66.6700"
"10-Oct-2021","74.9940","102.0048","86.5981","67.0100"
"08-Oct-2021","74.9940","102.0048","86.5981","67.0100"
"07-Oct-2021","74.8607","101.6943","86.4995","67.1600"
"06-Oct-2021","74.6292","101.5489","86.4331","66.7800"
"05-Oct-2021","74.5307","101.3081","86.4263","67.0300"
"04-Oct-2021","74.2429","100.5630","86.1153","66.8900"
"01-Oct-2021","73.6395","101.1198","86.4690","66.6600"
"30-Sep-2021","74.2551","99.8647","86.1379","66.3500"
"29-Sep-2021","74.1530","100.4610","86.6255","66.5200"
"28-Sep-2021","73.7746","101.1258","86.2814","66.3300"
"27-Sep-2021","73.6567","100.6499","86.3060","66.5500"
"24-Sep-2021","73.6935","101.1198","86.4690","66.6600"
"23-Sep-2021","73.7261","100.6597","86.3770","67.1100"
"22-Sep-2021","73.8026","100.7602","86.5262","67.3600"
"21-Sep-2021","73.5907","100.6721","86.3670","67.1600"
"20-Sep-2021","73.6459","100.9199","86.2757","67.0400"
"17-Sep-2021","73.4927","101.3812","86.5210","66.8900"
"16-Sep-2021","73.4311","101.5209","86.6810","67.1800"
"15-Sep-2021","73.6712","101.8121","86.9738","67.2500"
"14-Sep-2021","73.6214","101.9759","86.9940","66.9000"
"13-Sep-2021","73.6350","101.7690","86.7970","66.8900"
"09-Sep-2021","73.6887","101.4900","87.1266","66.9400"
"08-Sep-2021","73.6519","101.3769","87.1533","66.6900"
"07-Sep-2021","73.2814","101.3448","86.9914","66.6900"
"06-Sep-2021","73.0589","101.1802","86.7448","66.5400"
"03-Sep-2021","73.0651","101.0929","86.7911","66.4000"
"02-Sep-2021","72.9771","100.5756","86.4195","66.3600"
"01-Sep-2021","72.9589","100.3448","86.0682","66.1800"
"31-Aug-2021","73.1536","100.9510","86.5324","66.6000"
"30-Aug-2021","73.5007","101.2085","86.7347","66.9600"
"27-Aug-2021","74.1332","101.5674","87.1984","67.4000"
"26-Aug-2021","74.2578","102.0639","87.3450","67.4900"
"25-Aug-2021","74.2992","101.9306","87.2436","67.7300"
"24-Aug-2021","74.1379","101.8833","87.0735","67.5100"
"23-Aug-2021","74.2765","101.4454","87.0105","67.5500"
"20-Aug-2021","74.4275","101.3613","86.9417","67.8700"
"18-Aug-2021","74.3002","102.1212","87.0833","67.8000"
"17-Aug-2021","74.2856","102.6152","87.4030","67.9500"
"13-Aug-2021","74.2971","102.5691","87.1931","67.3000"
"12-Aug-2021","74.2816","103.0068","87.1997","67.2800"
"11-Aug-2021","74.4276","102.9091","87.1686","67.2200"
"10-Aug-2021","74.3855","102.9927","87.3201","67.3900"
"09-Aug-2021","74.2261","103.0036","87.3166","67.3900"
"06-Aug-2021","74.1888","103.2787","87.7327","67.5500"
"05-Aug-2021","74.2644","103.0904","87.8810","67.6900"
"04-Aug-2021","74.1493","103.2816","88.0241","67.9500"
"03-Aug-2021","74.2957","103.2106","88.2207","68.0800"
"02-Aug-2021","74.4035","103.4531","88.3224","67.8500"
"30-Jul-2021","74.3871","103.7269","88.3882","67.8900"
"29-Jul-2021","74.2822","103.5108","88.0769","67.6600"
"28-Jul-2021","74.4350","103.3009","87.9678","67.7700"
"27-Jul-2021","74.4160","102.7948","87.7791","67.5300"
"26-Jul-2021","74.4578","102.3393","87.7019","67.5100"
"23-Jul-2021","74.4262","102.3787","87.6076","67.4900"
"22-Jul-2021","74.3679","102.1076","87.7219","67.5100"
"20-Jul-2021","74.8596","102.2313","88.2031","68.3600"
"19-Jul-2021","74.7902","102.8425","88.2719","68.0200"
"16-Jul-2021","74.6232","103.1402","88.1081","67.8400"
"15-Jul-2021","74.5187","103.2998","88.2227","67.8400"
"14-Jul-2021","74.5708","103.2294","87.9488","67.5100"
"13-Jul-2021","74.4884","103.4093","88.3522","67.4900"
"12-Jul-2021","74.4660","103.3906","88.3082","67.5700"
"09-Jul-2021","74.6446","102.7478","88.2857","67.7900"
"08-Jul-2021","74.6979","102.8754","88.1231","67.7700"
"07-Jul-2021","74.7438","103.2302","88.4010","67.5200"
"30-Jun-2021","74.3456","102.9478","88.5035","67.2800"
"29-Jun-2021","74.2183","102.9141","88.4504","67.1000"
"28-Jun-2021","74.2023","103.1204","88.4996","67.0300"
"25-Jun-2021","74.1790","103.3002","88.5677","66.9200"
"24-Jun-2021","74.2362","103.6417","88.5791","66.9700"
"23-Jun-2021","74.3737","103.7188","88.6966","67.1000"
"22-Jun-2021","74.1300","103.0684","88.2271","67.1300"
"21-Jun-2021","74.1522","102.4541","88.0839","67.4500"
"18-Jun-2021","74.1442","103.0120","88.2583","67.3500"
"17-Jun-2021","73.7310","103.1212","88.3646","66.6000"
"16-Jun-2021","73.3703","103.3841","88.9825","66.6300"
"15-Jun-2021","73.2765","103.4210","88.9205","66.5800"
"14-Jun-2021","73.1893","103.2316","88.5483","66.7000"
"11-Jun-2021","72.9844","103.5079","88.9831","66.7000"
"10-Jun-2021","72.9947","103.0121","88.8418","66.6700"
"09-Jun-2021","72.9769","103.3878","88.9068","66.6900"
"08-Jun-2021","72.8419","103.1349","88.7209","66.5500"
"07-Jun-2021","72.8087","102.7942","88.5087","66.4900"
"04-Jun-2021","73.0266","102.9636","88.4459","66.2500"
"03-Jun-2021","73.1197","103.4653","89.1407","66.5900"
"02-Jun-2021","73.2088","103.6324","89.4241","66.7200"
"01-Jun-2021","72.7714","103.4906","88.9587","66.4800"
"31-May-2021","72.5211","102.8678","88.4216","66.0800"
"28-May-2021","72.4767","102.7724","88.2307","65.9600"
"25-May-2021","72.8045","103.3106","89.0666","66.9700"
"24-May-2021","72.8961","103.2010","88.8565","67.0300"
"21-May-2021","73.0233","103.6103","89.3075","67.1400"
"20-May-2021","73.1168","103.2765","89.1255","67.0100"
"19-May-2021","72.9670","103.5027","89.3165","66.9500"
"18-May-2021","73.0353","103.5728","88.9770","66.9500"
"17-May-2021","73.2423","103.2682","88.8864","67.0600"
"14-May-2021","73.3721","103.0467","88.7568","67.0100"
"12-May-2021","73.4389","103.7951","89.1171","67.5100"
"11-May-2021","73.4518","103.6757","89.1514","67.4400"
"10-May-2021","73.4135","103.2497","89.2498","67.4100"
"07-May-2021","73.7443","102.5075","88.8997","67.5500"
"06-May-2021","73.9406","102.7917","88.7849","67.6300"
"29-Apr-2021","74.0573","103.3460","89.8276","68.1300"
"28-Apr-2021","74.4042","103.2636","89.7830","68.2800"
"27-Apr-2021","74.5993","103.5826","90.0329","68.9200"
"26-Apr-2021","74.7672","103.9528","90.5087","69.3400"
"23-Apr-2021","74.9144","103.8059","90.0876","69.4000"
"22-Apr-2021","74.9404","104.4749","90.2467","69.4300"
"20-Apr-2021","74.7296","104.5771","90.1458","68.9500"
"19-Apr-2021","74.8847","103.7607","89.6100","69.0100"
"16-Apr-2021","74.5607","102.4449","89.1900","68.4900"
"15-Apr-2021","75.1699","103.5891","90.0315","69.0200"
"12-Apr-2021","74.8525","102.6128","89.0041","68.3400"
"08-Apr-2021","74.3700","102.3282","88.2836","67.7900"
"07-Apr-2021","74.1172","102.1898","88.0097","67.4900"
"05-Apr-2021","73.4330","101.5319","86.2960","66.3600"
