"Index Name","Date","Open","High","Low","Close"
"NIFTY COMMODITIES","31 Mar 2022","6021.30","6031.40","5978.45","5995.20"
"NIFTY COMMODITIES","30 Mar 2022","6051.90","6052.35","5987.55","6004.65"
"NIFTY COMMODITIES","29 Mar 2022","6048.15","6068.65","6020.85","6048.50"
"NIFTY COMMODITIES","28 Mar 2022","6024.55","6037.25","5967.35","6028.05"
"NIFTY COMMODITIES","25 Mar 2022","6040.10","6047.55","5988.60","6012.85"
"NIFTY COMMODITIES","24 Mar 2022","5942.45","6022.65","5940.35","6015.50"
"NIFTY COMMODITIES","23 Mar 2022","5953.20","5978.40","5904.25","5957.90"
"NIFTY COMMODITIES","22 Mar 2022","5885.20","5923.00","5842.30","5913.80"
"NIFTY COMMODITIES","21 Mar 2022","5889.10","5923.10","5856.20","5864.90"
"NIFTY COMMODITIES","17 Mar 2022","5823.80","5887.60","5804.60","5876.80"
"NIFTY COMMODITIES","16 Mar 2022","5696.35","5773.75","5687.80","5769.45"
"NIFTY COMMODITIES","15 Mar 2022","5740.50","5743.45","5591.10","5630.30"
"NIFTY COMMODITIES","14 Mar 2022","5757.10","5774.00","5700.30","5751.20"
"NIFTY COMMODITIES","11 Mar 2022","5731.00","5787.60","5716.85","5761.50"
"NIFTY COMMODITIES","10 Mar 2022","5697.45","5740.65","5666.20","5733.55"
"NIFTY COMMODITIES","09 Mar 2022","5622.80","5659.90","5580.85","5632.40"
"NIFTY COMMODITIES","08 Mar 2022","5607.65","5612.55","5490.50","5590.90"
"NIFTY COMMODITIES","07 Mar 2022","5558.00","5611.65","5501.10","5599.25"
"NIFTY COMMODITIES","04 Mar 2022","5713.95","5734.25","5595.40","5607.25"
"NIFTY COMMODITIES","03 Mar 2022","5813.35","5831.80","5711.80","5732.75"
"NIFTY COMMODITIES","02 Mar 2022","5647.50","5765.15","5631.70","5732.80"
"NIFTY COMMODITIES","28 Feb 2022","5494.80","5679.95","5471.95","5669.75"
"NIFTY COMMODITIES","25 Feb 2022","5428.00","5556.45","5428.00","5533.15"
"NIFTY COMMODITIES","24 Feb 2022","5479.05","5524.45","5317.75","5329.70"
"NIFTY COMMODITIES","23 Feb 2022","5686.40","5703.70","5628.50","5640.40"
"NIFTY COMMODITIES","22 Feb 2022","5582.75","5662.80","5567.95","5652.45"
"NIFTY COMMODITIES","21 Feb 2022","5766.00","5772.45","5690.80","5699.45"
"NIFTY COMMODITIES","18 Feb 2022","5824.90","5865.50","5777.55","5793.00"
"NIFTY COMMODITIES","17 Feb 2022","5860.95","5889.25","5821.30","5841.40"
"NIFTY COMMODITIES","16 Feb 2022","5869.35","5885.55","5814.90","5831.80"
"NIFTY COMMODITIES","15 Feb 2022","5733.35","5848.35","5641.65","5840.85"
"NIFTY COMMODITIES","14 Feb 2022","5809.75","5829.05","5680.25","5695.65"
"NIFTY COMMODITIES","11 Feb 2022","5943.40","5966.00","5893.10","5910.90"
"NIFTY COMMODITIES","10 Feb 2022","5957.00","5988.45","5946.55","5975.05"
"NIFTY COMMODITIES","09 Feb 2022","5902.15","5946.85","5890.40","5940.35"
"NIFTY COMMODITIES","08 Feb 2022","5910.00","5933.60","5786.30","5876.30"
"NIFTY COMMODITIES","07 Feb 2022","5884.05","5927.85","5842.45","5883.15"
"NIFTY COMMODITIES","04 Feb 2022","5857.80","5924.65","5856.75","5873.00"
"NIFTY COMMODITIES","03 Feb 2022","5889.85","5914.55","5836.50","5852.95"
"NIFTY COMMODITIES","02 Feb 2022","5921.60","5928.10","5883.35","5904.85"
"NIFTY COMMODITIES","01 Feb 2022","5817.60","5890.75","5741.75","5881.70"
"NIFTY COMMODITIES","31 Jan 2022","5807.45","5812.75","5749.90","5761.65"
"NIFTY COMMODITIES","28 Jan 2022","5728.75","5831.75","5721.55","5730.85"
"NIFTY COMMODITIES","27 Jan 2022","5672.65","5710.15","5611.00","5671.65"
"NIFTY COMMODITIES","25 Jan 2022","5603.10","5735.50","5555.80","5725.40"
"NIFTY COMMODITIES","24 Jan 2022","5861.75","5869.80","5624.15","5657.30"
"NIFTY COMMODITIES","21 Jan 2022","5954.00","5967.65","5830.70","5879.20"
"NIFTY COMMODITIES","20 Jan 2022","6000.70","6025.20","5957.80","5990.65"
"NIFTY COMMODITIES","19 Jan 2022","5984.05","6024.85","5933.65","5992.10"
"NIFTY COMMODITIES","18 Jan 2022","6124.75","6128.75","5962.45","5979.85"
"NIFTY COMMODITIES","17 Jan 2022","6032.10","6122.45","5995.80","6105.80"
"NIFTY COMMODITIES","14 Jan 2022","6007.45","6043.00","5984.05","6024.60"
"NIFTY COMMODITIES","13 Jan 2022","5957.95","6031.25","5938.15","6023.00"
