"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"12-Sep-2022","79.6776","92.5742","80.3671","55.5600"
"09-Sep-2022","79.6358","92.3467","80.1832","55.7200"
"08-Sep-2022","79.6712","91.7483","79.7551","55.4900"
"07-Sep-2022","79.9220","91.7291","79.0700","55.4600"
"06-Sep-2022","79.8893","92.4569","79.5490","56.5900"
"05-Sep-2022","79.8936","91.5671","79.0483","56.9000"
"02-Sep-2022","79.7888","92.0720","79.5292","56.8500"
"01-Sep-2022","79.3970","92.0121","79.5494","56.9600"
"30-Aug-2022","79.7194","93.3546","79.7120","57.5400"
"29-Aug-2022","80.0906","93.4801","79.6085","57.7100"
"26-Aug-2022","79.9097","94.3371","79.6236","58.3700"
"25-Aug-2022","79.8705","94.6135","79.9962","58.4400"
"24-Aug-2022","79.7927","94.2229","79.3352","58.3600"
"23-Aug-2022","79.8903","93.8280","79.2517","58.1600"
"22-Aug-2022","79.8703","94.4259","80.1062","58.2600"
"19-Aug-2022","79.7528","94.9819","80.4179","58.5100"
"18-Aug-2022","79.6667","95.7440","80.9658","58.8900"
"17-Aug-2022","79.4335","96.1839","80.7680","59.0500"
"12-Aug-2022","79.7011","97.2837","82.2175","59.8000"
"11-Aug-2022","79.4881","97.0322","81.8452","59.7800"
"10-Aug-2022","79.5033","95.9695","81.1522","58.8600"
"08-Aug-2022","79.5785","96.1032","81.0279","58.8000"
"05-Aug-2022","79.1158","96.0677","80.9149","59.3300"
"04-Aug-2022","79.5427","96.6009","80.8700","59.2900"
"03-Aug-2022","78.8427","95.9847","80.2198","59.1700"
"02-Aug-2022","78.6082","96.1667","80.5881","60.0400"
"01-Aug-2022","79.1690","96.4247","80.8991","59.7200"
"29-Jul-2022","79.4203","96.8986","81.1675","59.7300"
"28-Jul-2022","79.7434","97.0642","81.5435","58.9300"
"27-Jul-2022","79.8967","96.2633","80.9790","58.3600"
"26-Jul-2022","79.7948","96.2182","81.5636","58.3700"
"25-Jul-2022","79.8488","95.5769","81.4458","58.5400"
"22-Jul-2022","79.9101","95.5879","81.4572","57.9600"
"21-Jul-2022","79.9763","95.9332","81.6889","57.8400"
"20-Jul-2022","79.9738","96.0229","81.8415","57.8800"
"19-Jul-2022","79.9478","95.7364","81.1939","57.9700"
"18-Jul-2022","79.8958","95.0446","80.6607","57.8000"
"15-Jul-2022","79.8797","94.4034","80.0134","57.5300"
"14-Jul-2022","79.8710","94.6131","80.0078","57.6100"
"13-Jul-2022","79.6592","94.8890","79.9497","58.1200"
"12-Jul-2022","79.6401","94.4935","79.8259","57.9900"
"11-Jul-2022","79.4098","95.0445","80.4988","57.9800"
"08-Jul-2022","79.2499","95.1263","80.5834","58.4000"
"07-Jul-2022","79.0235","94.4004","80.6846","58.1700"
"06-Jul-2022","79.3320","94.6928","81.3766","58.6100"
"05-Jul-2022","79.0790","95.8000","82.5147","58.0800"
"04-Jul-2022","78.9866","95.6238","82.3978","58.3300"
"01-Jul-2022","79.0940","95.9563","82.7392","58.6200"
"30-Jun-2022","78.9421","95.9557","82.5803","57.9600"
"29-Jun-2022","78.9376","96.2476","82.8408","58.0800"
"28-Jun-2022","78.6966","96.5807","83.2694","58.0800"
"27-Jun-2022","78.2890","96.0784","82.6706","57.9500"
"24-Jun-2022","78.3308","96.1286","82.5633","58.1200"
"23-Jun-2022","78.2662","95.8453","82.6872","57.6300"
"22-Jun-2022","78.2115","95.6657","82.0981","57.3400"
"21-Jun-2022","78.0861","95.6784","82.1289","57.8000"
"20-Jun-2022","77.9960","95.4406","82.1319","57.8200"
"17-Jun-2022","78.0875","95.8909","82.1038","58.2300"
"16-Jun-2022","78.0864","94.7943","81.4275","58.1400"
"15-Jun-2022","78.0755","93.9456","81.8096","57.9600"
"14-Jun-2022","78.0015","94.9866","81.3680","57.9200"
"13-Jun-2022","78.1430","95.8163","81.9439","58.0400"
"10-Jun-2022","77.8400","97.2341","82.6879","58.1400"
"09-Jun-2022","77.7870","97.3582","83.3420","58.1200"
"08-Jun-2022","77.7251","97.7010","83.0980","58.4000"
"07-Jun-2022","77.7239","96.7321","82.9661","58.4800"
"06-Jun-2022","77.6718","97.1115","83.2823","59.4500"
"03-Jun-2022","77.5994","97.5787","83.4535","59.7400"
"02-Jun-2022","77.5883","96.9445","82.7541","59.7100"
"01-Jun-2022","77.5554","97.6164","83.0820","60.0100"
"31-May-2022","77.6641","97.8676","83.4107","60.7300"
"30-May-2022","77.5115","98.0030","83.4132","60.9700"
"27-May-2022","77.6592","98.1069","83.4883","61.2100"
"26-May-2022","77.6262","97.5001","82.8277","60.9900"
"25-May-2022","77.5137","97.2709","82.9381","61.0500"
"24-May-2022","77.6352","97.6366","82.8419","60.8000"
"23-May-2022","77.5890","97.5268","82.2816","60.7200"
"20-May-2022","77.5829","96.8338","82.1370","60.6900"
"19-May-2022","77.6999","95.9376","81.4264","60.4500"
"18-May-2022","77.5716","96.6284","81.6576","60.0600"
"17-May-2022","77.6510","96.0444","81.2028","60.0700"
"13-May-2022","77.3543","94.4584","80.3629","60.0900"
"12-May-2022","77.5868","94.6259","81.4537","59.9300"
"11-May-2022","77.2641","95.3413","81.4688","59.3100"
"10-May-2022","77.3537","95.5839","81.7464","59.3200"
"09-May-2022","77.3679","95.0052","81.3106","59.0300"
"06-May-2022","76.7470","94.7948","80.7118","58.7500"
"05-May-2022","76.0887","95.5649","80.7398","58.8300"
"04-May-2022","76.4841","95.4318","80.4567","58.7600"
"02-May-2022","76.4346","95.9529","80.4189","58.6500"
"29-Apr-2022","76.4242","95.7086","80.5807","58.6600"
"28-Apr-2022","76.6167","96.0191","80.6003","58.8800"
"27-Apr-2022","76.6414","96.4767","81.4509","59.8900"
"26-Apr-2022","76.5612","97.5380","82.0103","59.8800"
"25-Apr-2022","76.7366","97.8535","82.2673","59.8000"
"22-Apr-2022","76.3279","99.3041","82.7735","59.6500"
"21-Apr-2022","76.2091","99.5296","82.7824","59.4800"
"20-Apr-2022","76.4183","99.5766","82.6224","59.3900"
"19-Apr-2022","76.2797","99.1423","82.1675","59.4800"
"18-Apr-2022","76.3737","99.4829","82.4622","60.3100"
"13-Apr-2022","76.2248","99.1466","82.5840","60.5200"
"12-Apr-2022","76.1127","99.0115","82.6909","60.5700"
"11-Apr-2022","75.9627","98.6983","82.6383","60.5800"
"08-Apr-2022","75.7811","98.8913","82.3149","61.0800"
"07-Apr-2022","75.8029","99.2214","82.8132","61.2900"
"06-Apr-2022","75.6016","98.7357","82.2802","61.0000"
"05-Apr-2022","75.3899","98.9462","82.6932","61.5100"
"04-Apr-2022","75.5565","99.1508","83.4239","61.5700"
