"Index Name","Date","Open","High","Low","Close"
"NIFTY OIL & GAS","28 Mar 2024","11408.75","11541.40","11384.80","11440.90"
"NIFTY OIL & GAS","27 Mar 2024","11361.90","11519.90","11341.25","11365.75"
"NIFTY OIL & GAS","26 Mar 2024","11167.60","11345.20","11135.85","11304.55"
"NIFTY OIL & GAS","22 Mar 2024","11214.70","11293.00","11141.15","11223.00"
"NIFTY OIL & GAS","21 Mar 2024","11147.65","11232.70","11125.85","11201.75"
"NIFTY OIL & GAS","20 Mar 2024","10953.50","11067.20","10882.20","11055.85"
"NIFTY OIL & GAS","19 Mar 2024","11061.45","11076.05","10867.45","10915.15"
"NIFTY OIL & GAS","18 Mar 2024","11055.55","11152.60","11004.80","11103.15"
"NIFTY OIL & GAS","15 Mar 2024","11202.55","11269.50","10770.15","11058.80"
"NIFTY OIL & GAS","14 Mar 2024","11004.00","11310.20","10956.80","11281.85"
"NIFTY OIL & GAS","13 Mar 2024","11613.95","11619.45","10973.65","11025.40"
"NIFTY OIL & GAS","12 Mar 2024","11659.80","11731.15","11565.05","11589.30"
"NIFTY OIL & GAS","11 Mar 2024","11776.45","11827.55","11623.85","11643.55"
"NIFTY OIL & GAS","07 Mar 2024","11907.65","11941.65","11742.95","11768.25"
"NIFTY OIL & GAS","06 Mar 2024","12016.00","12058.00","11706.20","11911.20"
"NIFTY OIL & GAS","05 Mar 2024","12004.80","12054.80","11915.95","12034.65"
"NIFTY OIL & GAS","04 Mar 2024","11770.40","12005.65","11750.25","11972.00"
"NIFTY OIL & GAS","02 Mar 2024","11746.30","11789.95","11723.00","11751.90"
"NIFTY OIL & GAS","01 Mar 2024","11544.25","11746.15","11538.20","11715.40"
"NIFTY OIL & GAS","29 Feb 2024","11456.70","11516.10","11376.75","11457.50"
"NIFTY OIL & GAS","28 Feb 2024","11684.50","11725.35","11407.25","11441.60"
"NIFTY OIL & GAS","27 Feb 2024","11755.20","11778.25","11616.45","11684.15"
"NIFTY OIL & GAS","26 Feb 2024","11757.45","11819.55","11646.30","11769.90"
"NIFTY OIL & GAS","23 Feb 2024","11828.95","11847.45","11707.50","11756.30"
"NIFTY OIL & GAS","22 Feb 2024","11780.45","11825.85","11584.30","11806.75"
"NIFTY OIL & GAS","21 Feb 2024","11977.95","12009.80","11708.35","11771.95"
"NIFTY OIL & GAS","20 Feb 2024","11921.35","11982.20","11788.00","11943.35"
"NIFTY OIL & GAS","19 Feb 2024","11893.60","11995.65","11849.25","11919.70"
"NIFTY OIL & GAS","16 Feb 2024","11973.50","12074.30","11824.90","11854.10"
"NIFTY OIL & GAS","15 Feb 2024","11705.70","11982.20","11655.90","11926.40"
"NIFTY OIL & GAS","14 Feb 2024","11197.25","11663.50","11158.45","11639.85"
"NIFTY OIL & GAS","13 Feb 2024","11256.10","11376.50","11137.85","11289.65"
"NIFTY OIL & GAS","12 Feb 2024","11510.25","11561.15","11190.60","11239.05"
"NIFTY OIL & GAS","09 Feb 2024","11750.15","11754.35","11301.80","11541.40"
"NIFTY OIL & GAS","08 Feb 2024","11675.10","11779.20","11558.00","11704.30"
"NIFTY OIL & GAS","07 Feb 2024","11679.15","11721.75","11526.10","11596.80"
"NIFTY OIL & GAS","06 Feb 2024","11365.15","11623.65","11194.60","11572.05"
"NIFTY OIL & GAS","05 Feb 2024","11222.00","11448.15","11108.60","11271.40"
"NIFTY OIL & GAS","02 Feb 2024","10825.85","11159.80","10816.65","11111.50"
"NIFTY OIL & GAS","01 Feb 2024","10803.95","10803.95","10654.30","10727.95"
"NIFTY OIL & GAS","31 Jan 2024","10675.35","10799.30","10649.80","10728.65"
"NIFTY OIL & GAS","30 Jan 2024","10824.10","10938.25","10636.80","10656.35"
"NIFTY OIL & GAS","29 Jan 2024","10291.20","10738.85","10259.20","10710.40"
"NIFTY OIL & GAS","25 Jan 2024","10253.25","10285.35","10139.60","10183.30"
"NIFTY OIL & GAS","24 Jan 2024","10055.50","10236.25","9987.95","10215.00"
"NIFTY OIL & GAS","23 Jan 2024","10517.40","10520.10","9957.65","10013.15"
"NIFTY OIL & GAS","20 Jan 2024","10405.15","10440.75","10329.10","10373.40"
"NIFTY OIL & GAS","19 Jan 2024","10273.20","10379.10","10223.50","10359.00"
"NIFTY OIL & GAS","18 Jan 2024","10077.80","10206.50","9943.95","10189.40"
"NIFTY OIL & GAS","17 Jan 2024","10140.05","10280.40","10097.55","10128.90"
"NIFTY OIL & GAS","16 Jan 2024","10207.50","10323.30","10167.90","10230.65"
"NIFTY OIL & GAS","15 Jan 2024","10098.05","10204.95","10000.15","10193.20"
"NIFTY OIL & GAS","12 Jan 2024","9910.40","10034.80","9842.85","10019.95"
"NIFTY OIL & GAS","11 Jan 2024","9778.75","9888.30","9765.20","9875.20"
"NIFTY OIL & GAS","10 Jan 2024","9693.70","9748.80","9566.00","9731.65"
"NIFTY OIL & GAS","09 Jan 2024","9807.95","9812.65","9719.30","9731.05"
"NIFTY OIL & GAS","08 Jan 2024","9819.35","9874.40","9698.40","9720.80"
"NIFTY OIL & GAS","05 Jan 2024","9796.60","9816.45","9719.65","9770.30"
"NIFTY OIL & GAS","04 Jan 2024","9720.10","9766.05","9679.00","9745.40"
"NIFTY OIL & GAS","03 Jan 2024","9670.25","9742.35","9645.95","9688.95"
"NIFTY OIL & GAS","02 Jan 2024","9581.35","9664.25","9472.40","9635.85"
"NIFTY OIL & GAS","01 Jan 2024","9551.00","9617.70","9526.45","9572.85"
"NIFTY OIL & GAS","29 Dec 2023","9548.30","9558.75","9474.40","9496.15"
"NIFTY OIL & GAS","28 Dec 2023","9433.55","9625.55","9401.45","9588.75"
"NIFTY OIL & GAS","27 Dec 2023","9477.30","9491.40","9376.00","9399.40"
"NIFTY OIL & GAS","26 Dec 2023","9316.30","9451.05","9290.50","9427.05"
"NIFTY OIL & GAS","22 Dec 2023","9249.05","9297.40","9213.25","9287.05"
"NIFTY OIL & GAS","21 Dec 2023","8992.70","9223.35","8971.80","9210.45"
"NIFTY OIL & GAS","20 Dec 2023","9289.50","9447.70","9035.20","9053.80"
"NIFTY OIL & GAS","19 Dec 2023","9241.35","9258.10","9142.05","9228.65"
"NIFTY OIL & GAS","18 Dec 2023","9165.60","9206.10","9113.05","9155.65"
"NIFTY OIL & GAS","15 Dec 2023","9082.35","9190.35","9070.25","9150.90"
"NIFTY OIL & GAS","14 Dec 2023","8987.05","9054.30","8950.20","9039.30"
"NIFTY OIL & GAS","13 Dec 2023","8943.80","8947.75","8858.50","8915.10"
"NIFTY OIL & GAS","12 Dec 2023","9054.00","9062.75","8912.70","8926.85"
"NIFTY OIL & GAS","11 Dec 2023","9089.60","9134.10","9021.50","9044.25"
"NIFTY OIL & GAS","08 Dec 2023","9183.40","9197.00","8948.65","9044.50"
"NIFTY OIL & GAS","07 Dec 2023","9085.50","9124.50","9037.70","9109.70"
"NIFTY OIL & GAS","06 Dec 2023","8993.25","9056.90","8952.15","9043.05"
"NIFTY OIL & GAS","05 Dec 2023","8872.05","8919.90","8797.60","8910.55"
"NIFTY OIL & GAS","04 Dec 2023","8708.95","8831.25","8646.45","8786.75"
"NIFTY OIL & GAS","01 Dec 2023","8520.15","8559.15","8494.85","8518.80"
"NIFTY OIL & GAS","30 Nov 2023","8433.35","8486.65","8370.80","8476.40"
"NIFTY OIL & GAS","29 Nov 2023","8410.65","8449.10","8390.15","8414.60"
"NIFTY OIL & GAS","28 Nov 2023","8198.85","8353.35","8190.20","8347.25"
"NIFTY OIL & GAS","24 Nov 2023","8185.00","8195.00","8152.80","8161.20"
"NIFTY OIL & GAS","23 Nov 2023","8124.25","8191.75","8098.00","8179.45"
"NIFTY OIL & GAS","22 Nov 2023","8087.30","8150.65","8061.35","8106.60"
"NIFTY OIL & GAS","21 Nov 2023","8111.00","8127.85","8070.40","8078.80"
"NIFTY OIL & GAS","20 Nov 2023","8093.65","8109.60","8053.05","8072.25"
"NIFTY OIL & GAS","17 Nov 2023","8164.15","8214.05","8074.15","8082.30"
"NIFTY OIL & GAS","16 Nov 2023","8143.30","8207.70","8122.00","8173.10"
"NIFTY OIL & GAS","15 Nov 2023","8078.95","8129.35","8050.80","8115.55"
"NIFTY OIL & GAS","13 Nov 2023","7995.90","8003.95","7966.95","7999.10"
"NIFTY OIL & GAS","12 Nov 2023","8027.05","8034.20","8004.10","8013.75"
"NIFTY OIL & GAS","10 Nov 2023","7912.70","7976.55","7897.95","7970.55"
"NIFTY OIL & GAS","09 Nov 2023","8004.75","8007.30","7916.05","7923.00"
"NIFTY OIL & GAS","08 Nov 2023","7964.85","8011.90","7950.55","7987.15"
"NIFTY OIL & GAS","07 Nov 2023","7891.45","7958.15","7858.95","7925.10"
"NIFTY OIL & GAS","06 Nov 2023","7816.30","7879.35","7805.85","7873.10"
"NIFTY OIL & GAS","03 Nov 2023","7754.85","7793.50","7743.80","7773.50"
"NIFTY OIL & GAS","02 Nov 2023","7687.55","7724.75","7670.15","7713.85"
"NIFTY OIL & GAS","01 Nov 2023","7644.30","7680.20","7606.15","7626.30"
"NIFTY OIL & GAS","31 Oct 2023","7685.55","7693.55","7574.30","7609.45"
"NIFTY OIL & GAS","30 Oct 2023","7584.40","7688.40","7579.65","7649.95"
"NIFTY OIL & GAS","27 Oct 2023","7487.95","7565.00","7480.60","7549.00"
"NIFTY OIL & GAS","26 Oct 2023","7534.50","7544.85","7422.45","7453.60"
"NIFTY OIL & GAS","25 Oct 2023","7611.65","7665.95","7520.50","7566.85"
"NIFTY OIL & GAS","23 Oct 2023","7747.10","7758.20","7585.05","7606.90"
"NIFTY OIL & GAS","20 Oct 2023","7854.15","7860.55","7735.00","7758.15"
"NIFTY OIL & GAS","19 Oct 2023","7873.05","7890.05","7853.85","7871.15"
"NIFTY OIL & GAS","18 Oct 2023","8007.55","8013.05","7903.85","7913.10"
"NIFTY OIL & GAS","17 Oct 2023","7954.15","7986.35","7933.30","7980.55"
"NIFTY OIL & GAS","16 Oct 2023","7916.30","7956.20","7887.40","7923.70"
"NIFTY OIL & GAS","13 Oct 2023","7888.05","7937.55","7884.45","7902.50"
"NIFTY OIL & GAS","12 Oct 2023","7832.65","7911.00","7830.05","7905.60"
"NIFTY OIL & GAS","11 Oct 2023","7799.45","7838.35","7793.95","7819.00"
"NIFTY OIL & GAS","10 Oct 2023","7736.45","7772.25","7733.20","7762.70"
"NIFTY OIL & GAS","09 Oct 2023","7745.50","7753.60","7688.15","7708.40"
"NIFTY OIL & GAS","06 Oct 2023","7796.35","7801.90","7761.85","7790.75"
"NIFTY OIL & GAS","05 Oct 2023","7786.70","7809.55","7761.55","7769.75"
"NIFTY OIL & GAS","04 Oct 2023","7799.80","7807.25","7716.35","7757.65"
"NIFTY OIL & GAS","03 Oct 2023","7879.85","7883.05","7806.80","7810.65"
"NIFTY OIL & GAS","29 Sep 2023","7853.10","7942.45","7848.35","7902.80"
"NIFTY OIL & GAS","28 Sep 2023","7909.35","7915.60","7793.00","7810.55"
"NIFTY OIL & GAS","27 Sep 2023","7893.80","7898.55","7838.95","7878.10"
"NIFTY OIL & GAS","26 Sep 2023","7871.65","7899.55","7861.10","7877.20"
"NIFTY OIL & GAS","25 Sep 2023","7894.85","7906.25","7843.60","7864.40"
"NIFTY OIL & GAS","22 Sep 2023","7934.90","7961.15","7878.30","7884.45"
"NIFTY OIL & GAS","21 Sep 2023","7952.05","7987.90","7904.05","7915.55"
"NIFTY OIL & GAS","20 Sep 2023","7994.35","8026.00","7929.95","7954.75"
"NIFTY OIL & GAS","18 Sep 2023","8019.45","8049.00","7994.15","8028.35"
"NIFTY OIL & GAS","15 Sep 2023","8144.60","8144.60","8013.00","8025.20"
