"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"06-Feb-2024","83.0629","104.2545","89.3009","55.9600"
"05-Feb-2024","83.0284","104.7315","89.5245","55.9800"
"02-Feb-2024","82.8406","105.6334","90.1322","56.5800"
"01-Feb-2024","82.9553","105.0977","89.6105","56.4700"
"31-Jan-2024","83.0805","105.3084","89.8826","56.2000"
"30-Jan-2024","83.1190","105.6138","89.9625","56.4200"
"29-Jan-2024","83.1494","105.6624","90.1655","56.2000"
"25-Jan-2024","83.1155","105.6542","90.4175","56.2300"
"24-Jan-2024","83.1457","105.6150","90.3300","56.2100"
"23-Jan-2024","83.1029","105.8399","90.6027","56.1100"
"19-Jan-2024","83.1338","105.5622","90.4457","55.9000"
"18-Jan-2024","83.1243","105.5390","90.6376","56.2300"
"17-Jan-2024","83.1310","104.7379","90.2531","56.2300"
"16-Jan-2024","82.9774","105.2369","90.6108","56.7900"
"15-Jan-2024","82.8530","105.6641","90.8400","57.0300"
"12-Jan-2024","82.9881","106.0051","91.0922","57.1800"
"11-Jan-2024","82.9415","105.9285","91.1135","57.0200"
"10-Jan-2024","83.1548","105.5767","90.8965","57.4000"
"09-Jan-2024","83.1289","105.9190","91.0544","57.7500"
"08-Jan-2024","83.0687","105.5842","90.8932","57.5900"
"05-Jan-2024","83.1760","105.3574","90.8803","57.2600"
"04-Jan-2024","83.3002","105.5552","90.9944","57.9900"
"03-Jan-2024","83.3242","105.2774","91.2811","58.6500"
"02-Jan-2024","83.3282","106.1012","91.9232","58.9000"
"01-Jan-2024","83.1975","105.9476","91.8401","58.9900"
"29-Dec-2023","83.1164","106.1053","92.0049","58.8200"
"28-Dec-2023","83.2254","106.6090","92.4523","58.9400"
"27-Dec-2023","83.3226","106.0891","92.0154","58.4100"
"26-Dec-2023","83.1703","105.6690","91.6836","58.4500"
"22-Dec-2023","83.2493","105.6223","91.5559","58.4900"
"21-Dec-2023","83.2729","105.2281","91.1572","58.2100"
"20-Dec-2023","83.1523","105.7514","91.1460","57.8600"
"19-Dec-2023","83.1790","105.2636","90.8664","57.9500"
"18-Dec-2023","83.0173","105.3512","90.6311","58.3600"
"15-Dec-2023","83.1802","106.1202","91.3696","58.6000"
"14-Dec-2023","83.3500","105.3522","90.8593","58.8200"
"13-Dec-2023","83.3950","104.6579","89.9276","57.2000"
"12-Dec-2023","83.3800","104.8687","89.8030","57.3400"
"11-Dec-2023","83.3872","104.5965","89.7969","57.3000"
"08-Dec-2023","83.3681","104.9160","89.8992","57.8800"
"07-Dec-2023","83.3650","104.6748","89.7352","56.9900"
"06-Dec-2023","83.3544","105.0654","89.9505","56.6300"
"05-Dec-2023","83.3931","105.3616","90.3881","56.7800"
"04-Dec-2023","83.3357","105.7047","90.6276","56.8100"
"01-Dec-2023","83.3602","105.3690","90.9404","56.2700"
"30-Nov-2023","83.3500","105.8684","91.4816","56.6800"
"29-Nov-2023","83.3191","105.9213","91.6443","56.5900"
"28-Nov-2023","83.3926","105.2959","91.3149","56.2400"
"24-Nov-2023","83.3675","104.5506","90.9300","55.8500"
"23-Nov-2023","83.3571","104.2992","90.9532","55.9400"
"22-Nov-2023","83.3375","104.3241","90.8451","55.9500"
"21-Nov-2023","83.3466","104.4016","91.3062","56.4000"
"20-Nov-2023","83.3309","103.9836","90.9829","55.8700"
"17-Nov-2023","83.2646","103.3752","90.3648","55.2800"
"16-Nov-2023","83.2388","103.1878","90.2225","55.0000"
"15-Nov-2023","83.1272","103.8298","90.4008","55.1800"
"13-Nov-2023","83.3248","101.9535","89.0648","54.9000"
"10-Nov-2023","83.3530","101.9363","88.9138","55.0600"
"09-Nov-2023","83.2808","102.3099","89.1749","55.1600"
"08-Nov-2023","83.2691","102.2211","88.9797","55.2600"
"07-Nov-2023","83.2650","102.6408","89.1391","55.3700"
"06-Nov-2023","83.2213","103.0513","89.3580","55.6500"
"03-Nov-2023","83.2669","101.6273","88.5283","55.4000"
"02-Nov-2023","83.2630","101.4038","88.2388","55.3600"
"01-Nov-2023","83.2843","101.1166","88.0393","55.0600"
"31-Oct-2023","83.2692","101.1643","88.3236","55.4200"
"30-Oct-2023","83.2676","100.9287","87.9506","55.6600"
"27-Oct-2023","83.2518","100.9112","87.8984","55.4200"
"26-Oct-2023","83.2439","100.5165","87.7041","55.2200"
"25-Oct-2023","83.1518","101.1475","88.1210","55.4900"
"23-Oct-2023","83.1663","101.0798","87.9617","55.4700"
"20-Oct-2023","83.1982","100.6560","87.9166","55.4900"
"19-Oct-2023","83.2746","101.0498","87.7592","55.6000"
"18-Oct-2023","83.2571","101.6308","88.1715","55.6400"
"17-Oct-2023","83.2555","101.3503","87.7169","55.6400"
"16-Oct-2023","83.2632","101.3241","87.7061","55.6900"
"13-Oct-2023","83.2574","101.5180","87.7616","55.6000"
"12-Oct-2023","83.1834","102.5568","88.4850","55.8300"
"11-Oct-2023","83.2368","102.2764","88.2538","55.8900"
"10-Oct-2023","83.2556","101.7506","87.8957","55.9500"
"09-Oct-2023","83.2542","101.5918","87.7960","55.8100"
"06-Oct-2023","83.2388","101.2905","87.6815","55.8800"
"05-Oct-2023","83.2413","101.0660","87.4716","55.9500"
"04-Oct-2023","83.2588","100.4129","87.0782","55.7800"
"03-Oct-2023","83.1812","100.3919","87.0680","55.5000"
"29-Sep-2023","83.0580","101.6713","87.9379","55.8100"
"28-Sep-2023","83.1591","100.9163","87.3442","55.6600"
"27-Sep-2023","83.2188","101.1075","87.9201","55.8100"
"26-Sep-2023","83.2328","101.3909","88.0581","55.8100"
"25-Sep-2023","83.0968","101.6977","88.4543","56.0100"
"22-Sep-2023","82.9477","101.8692","88.3470","55.9900"
"21-Sep-2023","83.1511","102.4372","88.5110","56.0500"
"20-Sep-2023","83.2553","102.8408","88.9966","56.2800"
"18-Sep-2023","83.2102","103.1562","88.7559","56.3700"
"15-Sep-2023","83.0557","103.2299","88.5662","56.2800"
"14-Sep-2023","82.9760","103.6835","89.1516","56.3900"
"13-Sep-2023","82.9527","103.2982","89.1122","56.3300"
"12-Sep-2023","82.9760","103.7891","89.0576","56.4900"
"11-Sep-2023","82.8809","103.7464","88.9511","56.7300"
"07-Sep-2023","83.1829","103.9614","89.1821","56.4000"
"06-Sep-2023","83.0902","104.4394","89.1785","56.4500"
"05-Sep-2023","82.9440","104.4049","89.3169","56.4400"
"04-Sep-2023","82.7373","104.3577","89.2559","56.6000"
"01-Sep-2023","82.6648","104.6448","89.6169","56.7900"
"31-Aug-2023","82.6784","105.0931","90.2242","56.6300"
"30-Aug-2023","82.7698","104.5763","90.0061","56.6000"
"29-Aug-2023","82.6498","104.3029","89.3836","56.4600"
"28-Aug-2023","82.6126","104.1514","89.3615","56.4500"
"25-Aug-2023","82.6523","103.9303","89.1681","56.5800"
"24-Aug-2023","82.5517","105.0245","89.7364","56.9000"
"23-Aug-2023","82.9218","105.7281","90.0581","56.9300"
"22-Aug-2023","83.0670","106.2477","90.6926","56.9300"
"21-Aug-2023","83.1146","105.8221","90.4220","57.1500"
"18-Aug-2023","83.0905","105.7465","90.4351","57.2100"
"14-Aug-2023","82.9521","105.2059","90.6982","57.2900"
"11-Aug-2023","82.7796","105.2349","91.0233","57.1900"
"10-Aug-2023","82.8372","105.4413","91.0602","57.5200"
"09-Aug-2023","82.8166","105.7491","90.8708","57.8500"
"08-Aug-2023","82.7968","105.6885","91.0621","57.8700"
"07-Aug-2023","82.7431","105.2581","90.8376","58.1800"
"04-Aug-2023","82.7978","105.2984","90.6713","58.1100"
"03-Aug-2023","82.7171","105.0187","90.4660","57.6100"
"02-Aug-2023","82.5347","105.3445","90.6468","57.8000"
"01-Aug-2023","82.2833","105.5777","90.4595","57.6900"
"31-Jul-2023","82.2481","105.7645","90.5787","58.0600"
"28-Jul-2023","82.2465","105.2761","90.3160","58.9500"
"27-Jul-2023","81.9923","106.2112","90.9584","58.5100"
"26-Jul-2023","81.9880","105.7410","90.7170","58.2900"
"25-Jul-2023","81.8088","105.1030","90.6572","57.8400"
"24-Jul-2023","81.9246","105.4462","91.1559","57.8700"
"21-Jul-2023","82.0217","105.7555","91.4017","58.5100"
"20-Jul-2023","82.0446","106.0388","91.9928","58.7900"
"19-Jul-2023","82.1029","106.3479","92.1315","58.9000"
"18-Jul-2023","82.0486","107.3606","92.2823","59.2400"
"17-Jul-2023","82.1460","107.4431","92.2905","59.3300"
"14-Jul-2023","82.1021","107.6380","92.0994","59.5100"
"13-Jul-2023","82.1201","106.8295","91.5064","59.2500"
"12-Jul-2023","82.2817","106.6662","90.7693","59.0300"
"11-Jul-2023","82.3533","106.2758","90.7506","58.5000"
"10-Jul-2023","82.6335","105.7885","90.4798","57.9400"
"07-Jul-2023","82.6773","105.3816","90.0747","57.6000"
"06-Jul-2023","82.4572","104.8416","89.5930","57.3400"
"05-Jul-2023","82.1616","104.3682","89.3787","56.7800"
"04-Jul-2023","81.9689","104.0235","89.3537","56.7000"
"03-Jul-2023","81.8630","103.7826","89.1483","56.5600"
"30-Jun-2023","82.0428","103.5074","89.1258","56.7700"
"28-Jun-2023","82.0124","104.3619","89.7456","56.9700"
"27-Jun-2023","81.9620","104.4098","89.5347","57.0700"
"26-Jun-2023","81.9729","104.3275","89.3843","57.1500"
"23-Jun-2023","82.0510","104.3218","89.6615","57.2700"
"22-Jun-2023","81.9188","104.4514","89.9654","57.7400"
"21-Jun-2023","82.0951","104.8305","89.5887","57.8300"
"20-Jun-2023","82.1157","104.9756","89.7514","57.8200"
"19-Jun-2023","81.9658","105.0414","89.6017","57.8500"
"16-Jun-2023","81.8834","104.9008","89.7256","58.1800"
"15-Jun-2023","82.1982","103.9555","88.8837","58.1600"
"14-Jun-2023","82.3141","103.8025","88.7812","58.7400"
"13-Jun-2023","82.3907","103.4574","88.9347","59.0500"
"12-Jun-2023","82.4553","103.6974","88.6400","59.1100"
"09-Jun-2023","82.4251","103.5452","88.8455","59.1300"
"08-Jun-2023","82.5795","102.8049","88.4674","59.0400"
"07-Jun-2023","82.5339","102.4020","88.1049","59.2400"
"06-Jun-2023","82.6396","102.8279","88.6646","59.2800"
"05-Jun-2023","82.5768","102.5323","88.3060","58.8700"
"02-Jun-2023","82.3175","103.2174","88.6642","59.2700"
"01-Jun-2023","82.4562","102.5557","88.0687","59.0200"
"31-May-2023","82.6773","102.3787","88.3572","59.3000"
"30-May-2023","82.7332","102.0724","88.4583","58.8100"
"29-May-2023","82.5497","102.0386","88.6551","58.8300"
"26-May-2023","82.7182","102.0340","88.7892","59.2000"
"25-May-2023","82.7477","102.2342","88.8385","59.3000"
"24-May-2023","82.7207","102.9873","89.2347","59.7400"
"23-May-2023","82.7961","102.9073","89.4844","59.7800"
"22-May-2023","82.7982","103.0363","89.5926","60.0500"
"19-May-2023","82.6989","102.6266","89.1373","59.8300"
"18-May-2023","82.4783","102.7757","89.3191","59.9800"
"17-May-2023","82.3695","102.6533","89.4626","60.2300"
"16-May-2023","82.2735","102.6291","89.4022","60.5100"
"15-May-2023","82.2841","102.6050","89.4055","60.4600"
"12-May-2023","82.1606","102.9407","89.8163","60.9800"
"11-May-2023","82.0431","103.4996","89.9449","61.1200"
"10-May-2023","82.0240","103.5613","90.0088","60.5900"
"09-May-2023","82.0231","103.6083","90.1762","60.8600"
"08-May-2023","81.7606","103.4746","90.2980","60.7000"
"04-May-2023","81.7353","102.7827","90.5355","60.9000"
"03-May-2023","81.8552","102.2290","90.2110","60.1700"
"02-May-2023","81.7625","102.1955","89.8494","59.4200"
"28-Apr-2023","81.7829","102.0274","90.0871","60.3600"
"27-Apr-2023","81.6526","101.8349","90.2621","61.0300"
"26-Apr-2023","81.9155","101.8679","90.1125","61.2500"
"25-Apr-2023","81.8994","102.2776","90.5223","61.0500"
"24-Apr-2023","82.0495","101.9367","90.1133","61.1200"
"21-Apr-2023","82.1542","102.1034","90.0618","61.3900"
"20-Apr-2023","82.1635","102.2421","90.1191","61.0600"
"19-Apr-2023","82.1202","101.9604","89.9391","60.9800"
"18-Apr-2023","82.0734","101.7705","89.7702","61.0700"
"17-Apr-2023","81.9456","101.7469","90.0402","61.1600"
"13-Apr-2023","81.9755","102.3705","90.0561","61.4900"
"12-Apr-2023","82.0712","102.0134","89.6398","61.3500"
"11-Apr-2023","82.0881","101.9003","89.4016","61.5600"
"10-Apr-2023","81.9105","101.6411","89.2966","61.8000"
"06-Apr-2023","81.9753","102.0806","89.3411","62.4200"
"05-Apr-2023","82.1892","102.6061","90.0109","62.4900"
"03-Apr-2023","82.3867","101.2412","89.0496","61.6200"
