"Index Name","Date","Open","High","Low","Close"
"NIFTY MNC","31 Mar 2021","16196.15","16279.80","16123.55","16261.40"
"NIFTY MNC","30 Mar 2021","15927.05","16229.40","15923.45","16188.55"
"NIFTY MNC","26 Mar 2021","15773.20","15863.70","15739.65","15845.85"
"NIFTY MNC","25 Mar 2021","15997.10","16004.65","15627.35","15655.70"
"NIFTY MNC","24 Mar 2021","16094.70","16155.25","15970.10","15988.95"
"NIFTY MNC","23 Mar 2021","16104.85","16210.85","16075.10","16157.95"
"NIFTY MNC","22 Mar 2021","15923.05","16070.95","15887.40","16048.70"
"NIFTY MNC","19 Mar 2021","15648.35","15938.75","15441.30","15916.60"
"NIFTY MNC","18 Mar 2021","16036.65","16074.10","15672.85","15734.25"
"NIFTY MNC","17 Mar 2021","16177.75","16181.60","15909.65","15927.95"
"NIFTY MNC","16 Mar 2021","16084.25","16170.65","16079.35","16155.90"
"NIFTY MNC","15 Mar 2021","16203.85","16203.85","15951.20","16038.40"
"NIFTY MNC","12 Mar 2021","16335.70","16356.15","16114.45","16131.55"
"NIFTY MNC","10 Mar 2021","16276.75","16309.90","16233.45","16276.25"
"NIFTY MNC","09 Mar 2021","16310.95","16355.45","16079.65","16199.15"
"NIFTY MNC","08 Mar 2021","16296.40","16341.65","16208.10","16234.40"
"NIFTY MNC","05 Mar 2021","16329.90","16364.05","16197.65","16221.30"
"NIFTY MNC","04 Mar 2021","16220.60","16411.15","16184.05","16368.35"
"NIFTY MNC","03 Mar 2021","16296.05","16314.75","16237.85","16295.45"
"NIFTY MNC","02 Mar 2021","16041.00","16214.70","16008.50","16190.45"
"NIFTY MNC","01 Mar 2021","15867.80","15988.15","15812.95","15962.70"
"NIFTY MNC","26 Feb 2021","15816.25","15940.45","15700.85","15757.80"
"NIFTY MNC","25 Feb 2021","15959.30","15998.20","15885.20","15934.45"
"NIFTY MNC","24 Feb 2021","15835.30","15887.00","15771.35","15873.25"
"NIFTY MNC","23 Feb 2021","15745.90","15808.00","15620.05","15744.05"
"NIFTY MNC","22 Feb 2021","15942.45","15978.75","15631.25","15681.60"
"NIFTY MNC","19 Feb 2021","16055.45","16074.95","15829.40","15888.80"
"NIFTY MNC","18 Feb 2021","16205.90","16226.65","16006.30","16048.00"
"NIFTY MNC","17 Feb 2021","16185.60","16195.95","16083.65","16146.65"
"NIFTY MNC","16 Feb 2021","16343.50","16370.05","16155.70","16199.45"
"NIFTY MNC","15 Feb 2021","16274.75","16334.50","16230.55","16272.40"
"NIFTY MNC","12 Feb 2021","16301.00","16335.25","16140.05","16180.70"
"NIFTY MNC","11 Feb 2021","16226.55","16343.75","16190.90","16325.75"
"NIFTY MNC","10 Feb 2021","16255.00","16322.85","16142.60","16227.25"
"NIFTY MNC","09 Feb 2021","16350.90","16416.60","16212.40","16237.55"
"NIFTY MNC","08 Feb 2021","16267.30","16322.80","16229.30","16291.40"
"NIFTY MNC","05 Feb 2021","16354.05","16390.05","16135.60","16159.10"
"NIFTY MNC","04 Feb 2021","16189.40","16381.75","16127.60","16285.50"
"NIFTY MNC","03 Feb 2021","16168.90","16200.90","16027.00","16125.20"
"NIFTY MNC","02 Feb 2021","15963.20","16138.15","15954.10","16098.00"
"NIFTY MNC","01 Feb 2021","15584.20","15842.65","15412.80","15807.90"
"NIFTY MNC","29 Jan 2021","15886.00","15905.95","15450.25","15492.10"
"NIFTY MNC","28 Jan 2021","15821.50","15907.80","15710.50","15767.50"
"NIFTY MNC","27 Jan 2021","16082.60","16082.60","15923.85","15954.05"
"NIFTY MNC","25 Jan 2021","16336.70","16351.85","15931.20","16075.00"
"NIFTY MNC","22 Jan 2021","16281.75","16436.85","16170.55","16220.15"
"NIFTY MNC","21 Jan 2021","16412.00","16475.05","16197.30","16247.55"
"NIFTY MNC","20 Jan 2021","16256.65","16363.10","16246.45","16312.65"
"NIFTY MNC","19 Jan 2021","16132.30","16254.50","16122.55","16236.60"
"NIFTY MNC","18 Jan 2021","16236.00","16240.45","15882.00","16049.80"
"NIFTY MNC","15 Jan 2021","16403.85","16441.15","16117.45","16229.05"
"NIFTY MNC","14 Jan 2021","16368.05","16413.90","16287.30","16388.50"
"NIFTY MNC","13 Jan 2021","16423.35","16447.10","16234.55","16328.50"
"NIFTY MNC","12 Jan 2021","16377.75","16477.05","16328.85","16354.55"
"NIFTY MNC","11 Jan 2021","16357.10","16394.05","16253.15","16383.40"
"NIFTY MNC","08 Jan 2021","16135.75","16283.45","16106.35","16254.20"
"NIFTY MNC","07 Jan 2021","16084.60","16094.90","16005.65","16024.85"
"NIFTY MNC","06 Jan 2021","16029.90","16089.30","15860.85","15973.45"
"NIFTY MNC","05 Jan 2021","15840.50","16019.50","15801.20","15999.90"
"NIFTY MNC","04 Jan 2021","15871.75","15913.45","15771.05","15886.70"
"NIFTY MNC","01 Jan 2021","15669.95","15790.45","15669.95","15757.65"
