"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"13-Oct-2020","73.3790","95.7616","86.5447","69.6500"
"12-Oct-2020","73.1351","95.4491","86.4374","69.3400"
"09-Oct-2020","73.2103","94.7956","86.2061","69.1100"
"08-Oct-2020","73.2943","94.8804","86.3270","69.1500"
"07-Oct-2020","73.3603","94.6255","86.1622","69.3800"
"06-Oct-2020","73.3684","95.2786","86.4392","69.4300"
"05-Oct-2020","73.2640","94.6918","85.9040","69.3800"
"01-Oct-2020","73.3834","94.9899","86.2211","69.5500"
"30-Sep-2020","73.7978","94.7347","86.5688","69.9100"
"29-Sep-2020","73.8521","94.9704","86.1736","69.9200"
"28-Sep-2020","73.5733","93.9477","85.5824","69.8300"
"25-Sep-2020","73.7297","94.0570","86.0411","70.0000"
"24-Sep-2020","73.9246","93.8650","86.1414","70.2000"
"23-Sep-2020","73.6273","93.4257","85.9869","70.0400"
"22-Sep-2020","73.4951","93.9782","86.2960","70.2500"
"21-Sep-2020","73.3164","95.0308","86.9567","70.2900"
"18-Sep-2020","73.2970","95.0633","86.8804","69.9300"
"17-Sep-2020","73.7021","95.4452","86.7601","70.2900"
"16-Sep-2020","73.7451","95.0756","87.3688","70.0000"
"15-Sep-2020","73.4169","94.4396","87.3181","69.4900"
"14-Sep-2020","73.3830","94.0760","86.9349","69.2000"
"11-Sep-2020","73.4737","94.1732","86.9693","69.1900"
"10-Sep-2020","73.3541","95.5075","86.7789","69.1400"
"09-Sep-2020","73.6728","95.4868","86.7527","69.5600"
"08-Sep-2020","73.2831","96.8431","86.6993","68.9500"
"07-Sep-2020","73.2831","96.8431","86.6993","68.9500"
"04-Sep-2020","73.3380","97.3498","86.8513","69.0700"
"03-Sep-2020","73.3560","97.4681","86.5469","69.0100"
"02-Sep-2020","73.0126","97.6042","86.8903","68.8500"
"01-Sep-2020","72.8204","97.6895","87.3053","68.9200"
"31-Aug-2020","73.5951","98.1297","87.5742","69.6700"
"28-Aug-2020","73.3528","97.2849","87.0673","69.0300"
"27-Aug-2020","74.3263","98.1464","87.9141","70.0900"
"26-Aug-2020","74.3541","97.7647","87.8761","69.6200"
"25-Aug-2020","74.3952","97.4582","87.8538","70.1600"
"24-Aug-2020","74.8280","98.0569","88.2938","70.7000"
"21-Aug-2020","74.8755","99.1247","88.8587","70.9000"
"20-Aug-2020","75.0062","98.1271","88.8228","70.7000"
"19-Aug-2020","74.7608","99.1353","89.2828","70.8600"
"18-Aug-2020","74.8190","98.4379","88.9907","70.9200"
"17-Aug-2020","74.8464","98.0757","88.7908","70.2600"
"14-Aug-2020","74.7721","97.7346","88.3941","69.9900"
"13-Aug-2020","74.8369","97.8478","88.5500","70.1700"
"12-Aug-2020","74.8286","97.6239","87.7779","70.1100"
"11-Aug-2020","74.8436","97.7832","87.8050","70.4900"
"10-Aug-2020","74.8780","97.8411","88.3276","70.7900"
"07-Aug-2020","74.9556","98.3922","88.7829","71.0100"
"06-Aug-2020","74.8591","98.5440","89.0738","71.0000"
"05-Aug-2020","74.9086","97.9994","88.5305","70.9100"
"04-Aug-2020","75.0894","98.1238","88.3682","70.7700"
"03-Aug-2020","74.9789","97.9754","88.1262","70.7800"
"31-Jul-2020","74.7722","98.1719","88.8737","71.6400"
"30-Jul-2020","74.8412","96.9278","87.9624","71.1200"
"29-Jul-2020","74.7667","96.6709","87.7766","71.2200"
"28-Jul-2020","74.7458","96.1550","87.7212","70.8300"
"27-Jul-2020","74.7620","95.8937","87.5289","70.7900"
"24-Jul-2020","74.8672","95.4187","86.9463","70.4000"
"23-Jul-2020","74.7548","95.2850","86.6458","69.7900"
"22-Jul-2020","74.6848","94.9657","86.0638","69.9000"
"21-Jul-2020","74.7678","94.8719","85.5708","69.6700"
"20-Jul-2020","74.9666","94.0641","85.9357","69.9000"
"17-Jul-2020","75.1015","94.2539","85.4950","70.0600"
"16-Jul-2020","75.2420","94.4588","85.8025","70.3700"
"15-Jul-2020","75.3123","94.8433","85.9218","70.2400"
"14-Jul-2020","75.3935","94.5470","85.5364","70.2500"
"13-Jul-2020","75.1567","95.1168","85.1220","70.3000"
"10-Jul-2020","75.2865","94.7686","84.7992","70.4600"
"09-Jul-2020","75.0031","94.7779","85.1875","69.9500"
"08-Jul-2020","75.0270","94.1229","84.5399","69.7500"
"07-Jul-2020","74.8609","93.4868","84.6113","69.6000"
"06-Jul-2020","74.6822","93.3537","84.3167","69.3500"
"03-Jul-2020","74.7843","93.2720","84.0486","69.5600"
"02-Jul-2020","75.4876","94.3610","85.0695","70.2400"
"01-Jul-2020","75.5813","93.5838","84.8894","70.1900"
"30-Jun-2020","75.5270","92.6892","84.6658","70.1500"
"29-Jun-2020","75.5680","93.5829","85.1173","70.5700"
"26-Jun-2020","75.4757","93.7101","84.6264","70.4700"
"25-Jun-2020","75.6349","93.9184","85.0676","70.5700"
"24-Jun-2020","75.7087","94.7222","85.7007","71.0300"
"23-Jun-2020","75.7549","94.3396","85.3308","70.6700"
"22-Jun-2020","76.0620","94.2074","85.1935","71.1300"
"19-Jun-2020","76.2144","94.7934","85.4175","71.2700"
"18-Jun-2020","76.1509","95.5816","85.6916","71.2100"
"17-Jun-2020","76.2032","95.8250","85.9770","71.0300"
"16-Jun-2020","75.8410","96.0445","85.9602","70.5400"
"15-Jun-2020","76.1056","94.8418","85.5249","70.9600"
"12-Jun-2020","75.9730","95.5649","85.8692","70.8900"
"11-Jun-2020","75.7907","96.1046","86.0472","70.7700"
"10-Jun-2020","75.4688","96.2997","85.7034","70.2600"
"09-Jun-2020","75.4931","95.9729","85.1532","69.9200"
"08-Jun-2020","75.6307","96.0258","85.3523","69.0500"
"05-Jun-2020","75.4665","95.4717","85.8416","69.0300"
"04-Jun-2020","75.5290","94.6560","84.6353","69.2200"
"03-Jun-2020","75.3260","94.8651","84.4440","69.3000"
"02-Jun-2020","75.5871","94.6381","84.1133","70.1600"
"01-Jun-2020","75.4792","93.5308","84.0904","70.1600"
"29-May-2020","75.6369","93.3127","83.9146","70.5600"
"28-May-2020","75.7501","92.9418","83.4812","70.2500"
"27-May-2020","75.6476","93.2175","82.9173","70.3400"
"26-May-2020","75.6404","92.6020","82.6417","70.1100"
"22-May-2020","75.7868","92.4927","82.8183","70.5500"
"21-May-2020","75.7785","92.3831","83.0376","70.3400"
"20-May-2020","75.6712","92.6432","82.8060","70.2100"
"19-May-2020","75.6638","92.5853","82.6819","70.4400"
"18-May-2020","75.9345","91.9542","82.1910","70.8400"
"15-May-2020","75.5634","92.2604","81.6548","70.4800"
"14-May-2020","75.4440","91.9853","81.5037","70.6400"
"13-May-2020","75.3885","92.6153","81.8222","70.3700"
"12-May-2020","75.7944","93.4024","81.9560","70.5200"
"11-May-2020","75.6838","93.9867","82.0549","70.7800"
"08-May-2020","75.4411","93.4967","81.7983","70.9300"
"06-May-2020","75.6911","94.0967","81.9765","71.1600"
"05-May-2020","75.5715","94.2170","82.4626","70.8400"
"04-May-2020","75.7902","94.2103","82.8351","70.9900"
"30-Apr-2020","75.1150","93.5923","81.6170","70.4800"
"29-Apr-2020","75.6961","94.3567","82.1202","71.0400"
"28-Apr-2020","76.3710","94.7774","82.5927","71.2300"
"27-Apr-2020","76.1269","94.7348","82.6241","71.0300"
"24-Apr-2020","76.4173","94.2200","82.2113","71.0000"
"23-Apr-2020","76.0635","93.9886","82.3129","70.5500"
"22-Apr-2020","76.8084","94.5117","83.3832","71.4100"
"21-Apr-2020","76.6516","95.1354","83.0878","71.3100"
"20-Apr-2020","76.6335","95.4894","83.1719","71.0500"
"17-Apr-2020","76.5444","95.4657","83.0542","71.0400"
"16-Apr-2020","76.7408","95.9853","83.6541","71.2200"
"15-Apr-2020","76.2743","95.9754","83.6012","71.2300"
"13-Apr-2020","76.3617","95.3681","83.5657","70.8000"
"09-Apr-2020","76.4577","94.5420","82.9153","70.1800"
"08-Apr-2020","76.0867","93.5724","82.4699","69.8800"
"07-Apr-2020","75.8438","93.1685","82.1328","69.6800"
"03-Apr-2020","75.8276","93.8816","82.2168","70.2700"
